sample_id,label,vm_pu_bus0,va_deg_bus0,p_mw_bus0,q_mvar_bus0,vm_pu_bus1,va_deg_bus1,p_mw_bus1,q_mvar_bus1,vm_pu_bus2,va_deg_bus2,p_mw_bus2,q_mvar_bus2,vm_pu_bus3,va_deg_bus3,p_mw_bus3,q_mvar_bus3,vm_pu_bus4,va_deg_bus4,p_mw_bus4,q_mvar_bus4,vm_pu_bus5,va_deg_bus5,p_mw_bus5,q_mvar_bus5,vm_pu_bus6,va_deg_bus6,p_mw_bus6,q_mvar_bus6,vm_pu_bus7,va_deg_bus7,p_mw_bus7,q_mvar_bus7,vm_pu_bus8,va_deg_bus8,p_mw_bus8,q_mvar_bus8,vm_pu_bus9,va_deg_bus9,p_mw_bus9,q_mvar_bus9,vm_pu_bus10,va_deg_bus10,p_mw_bus10,q_mvar_bus10,vm_pu_bus11,va_deg_bus11,p_mw_bus11,q_mvar_bus11,vm_pu_bus12,va_deg_bus12,p_mw_bus12,q_mvar_bus12,vm_pu_bus13,va_deg_bus13,p_mw_bus13,q_mvar_bus13
100000,1,1.06,0.0,-240.16179792687805,17.657463912653647,1.0449999999999995,-5.157197496359601,-20.867432437275884,-32.71870248226678,1.01,-13.355298541488244,100.08011916061655,-9.024156279584759,1.0167656400046716,-10.692078707009703,49.309267445639236,-4.02314106774044,1.0188198042714447,-9.07439232733804,6.922756248950947,1.4574223682001985,1.0700000000000003,-14.663304467271665,10.19843564381847,-6.563595756675603,1.079257692405797,-13.84571755980578,0.0,0.0,1.0900000000000003,-13.84571755980578,0.0,-18.376793386611013,1.0538835968288849,-15.481696162125353,32.9397366337036,-2.567161463415097,1.0501769938116767,-15.586484528121202,7.684621273989023,4.952311487681804,1.0564992847984203,-15.255385622990584,3.4765058047759396,1.7879172710276308,1.0542208629843675,-15.573182029052125,6.367101937145037,1.6700595244970557,1.0487872757744912,-15.668083971534912,15.136973693579279,6.503292401685904,1.0346215423204856,-16.533985659676656,15.677504764068301,4.870967465751651
100001,1,1.06,0.0,-243.7744673565397,18.704583191106185,1.0663707288292197,-5.251097718268091,-19.642689216427097,-30.85987965144737,1.0099999999999998,-13.66329881093273,103.39937283132662,-9.864531946927773,1.017686698445842,-10.852954213523644,54.65098974398717,-4.4589719665596235,1.0186956051181177,-9.171701466534525,6.418405230357795,1.3246384560312205,1.07,-14.527901149704492,12.866426567678843,-3.7061615742156953,1.0627040633986677,-13.720768207244472,0.0,0.0,1.09,-13.720768207244468,0.0,-16.890474536163623,1.0920515151899086,-15.203649490682508,23.973476198774645,-6.008774697095622,1.053749894198419,-15.340024789821866,8.012521540354385,5.163624992672823,1.0585674055602479,-15.057198378963946,3.25426645961997,1.6736227506616927,1.0372140898028708,-15.310134933336196,5.171667639528451,1.4725062429258953,1.0516937194498377,-15.412303868626458,11.74318020173726,5.04521816074638,1.0348549370090743,-16.436044228774964,17.022372572788555,5.71220556133845
100002,1,1.06,0.0,-241.73670851427298,18.452929920148314,1.045,-5.237384797911267,-15.37797917299984,-33.75244349750907,1.01,-13.54032071474,104.06248467580583,-10.273391451117831,1.0175863360034014,-10.549671036140861,42.54567508612212,-3.471299850122932,1.0194810912945242,-8.973375246708038,7.445620542481265,1.5674990615750062,1.07,-14.37817357002405,11.121918607946156,-4.806576523768683,1.0144111718250395,-13.686578236803326,0.0,0.0,1.09,-13.686578236803323,0.0,-18.413921759099694,1.0533013878260005,-15.316097814233151,32.73511028594265,-2.6589975177630443,1.048198514561607,-15.45782553754327,9.72437316840049,6.266818264080314,1.0552709705529792,-15.055655903563167,3.661898275889939,1.8832619704576956,1.0486011398835633,-15.173001861940179,5.304694989099504,1.478331716352226,1.0515097730065368,-15.268650144693595,12.372190573856614,5.315459653953212,1.0361466938282728,-16.20633861134537,13.569550180592984,4.553540329058038
100003,1,1.06,0.0,-255.1119751263243,20.27910793828157,1.045,-5.539588849954282,-15.068115445665942,-37.45624723545915,1.0100000000000002,-14.162089851307858,106.52732841679827,-12.055002701964902,1.0162500780346797,-11.162182340568268,48.753377540657766,-3.977786033651995,1.018254241338504,-9.483729447710745,7.449866862711218,1.5683930237286745,1.07,-15.153698304795672,10.577111783787956,-6.96048109147484,1.0595934345739018,-14.365931469297317,0.0,0.0,1.064744329037788,-14.365931469297317,0.0,-17.419376623995937,1.0526767868588622,-16.02894749039889,32.349053015046536,-2.8512440003478794,1.0479373057354602,-16.170516159137794,9.659796989826873,6.225202504555099,1.0557271609912584,-15.77443266335124,3.02407061579288,1.555236316693481,1.09866082915565,-16.081622583734212,7.471617868649809,1.813334802466569,1.0492781024705795,-16.14499490289944,13.84956446466171,5.95018325148429,1.0328923185085124,-17.098926728084727,15.11737190606442,5.072943592639064
100004,1,1.06,0.0,-232.02534142245287,16.589857816857542,1.0449999999999997,-4.975115442647121,-16.206065498466636,-30.713212834696108,1.0100000000000002,-12.48384973370915,90.24162294993448,-4.2614268182927155,1.0179812334398297,-10.3009311612568,51.798190179135986,-4.226212169427413,1.056735454865791,-8.757606058130573,7.50754199590559,1.7919495673938954,1.0700000000000003,-14.118094582974498,12.596991300172931,-4.179133583122642,1.0627414008107274,-13.212403419795173,0.0,0.0,1.09,-13.21240341979517,0.0,-16.867370488962408,1.0582901851741942,-14.718346255955307,25.39021029858307,-6.992211629888679,1.0526209522303456,-14.910892827819202,9.656865565327422,6.2233133643221095,1.0580690012552887,-14.633490891526742,3.167510190032772,1.6290052405882847,1.0448022502046674,-14.912498527205779,5.456821867322339,1.3001199793942688,1.0513226876249877,-15.008581180002055,12.362337072488003,5.311226297809661,1.0576668109302436,-15.952495700248386,16.120322386860312,5.2591001893112725
100005,1,1.022491535584526,0.0,-246.58474213808242,20.071882849989137,1.0886050694675604,-5.328754207439776,-16.306670300760416,-37.53610670058608,1.0099999999999998,-13.521625622429136,100.52720230170797,-8.93845779798406,1.0172435011719656,-10.815319673989393,48.2417498175365,-3.936042349129547,1.0189136232169258,-9.214412808949962,7.315638742279248,1.540134472058785,1.0699999999999996,-14.957613797645136,12.453230780486763,-6.825493712220272,1.0616411363441607,-13.906425990786369,0.0,0.0,1.09,-13.90642599078637,0.0,-17.548204022063516,1.094319231786801,-15.506833908647984,29.40942116566089,-4.6220826459372155,1.051660805466574,-15.686187982878161,8.88715276773641,5.727276228096798,1.0576589651858497,-15.436785450599688,3.091886619315602,1.5901131185051725,1.0270128076740905,-15.885770153289894,6.512699950731476,1.6580786645362757,1.0486701075449405,-15.954557231049437,15.267315430376954,6.559291073791584,1.0344900322273511,-16.735630907075187,15.379221214881284,5.1608124882152
100006,1,1.06,0.0,-224.89629594754902,14.859069162621616,1.0182996594549178,-4.781655125129285,-21.80445004070628,-28.372745171641327,1.01,-12.150556947512845,87.95774502760706,-3.7048390779402247,1.0173612492693165,-10.075326237938258,46.71348830982846,-3.8113515566596448,1.0192182739963218,-8.59848806500861,7.486285857742445,1.576060180577354,1.07,-14.238860073379366,12.47815097137999,-6.216735913715123,1.061148595284355,-13.229993810967764,0.0,0.0,1.0900000000000003,-13.229993810967766,0.0,-17.852983900115376,1.014324937198332,-14.865134622957047,30.688570930384703,-3.4600924961960193,1.0510178189621409,-15.02246132343707,8.09589705239614,5.217355878210846,1.0951426546151533,-14.780296131612825,4.277754888783443,1.8936623640454981,1.0549414474511405,-15.100208622098553,6.061082128900125,1.5897920338098643,1.0497495140104796,-15.18504028858398,14.111393063184266,6.062672575293973,1.034686704854894,-16.019727405721845,15.10497239263799,5.0687826820932855
100007,1,1.06,0.0,-228.93193705630722,15.51681780419491,1.0550946636257175,-4.880868340486016,-16.168315332657915,-31.240072414251557,1.0099999999999998,-11.995046527665416,83.13115872142878,-1.8963626384189745,1.0171056979119242,-10.211221166690729,51.18835176316189,-4.176455478584337,1.0189138457873594,-8.723790371996445,8.16911849680082,1.719814420379123,1.0699999999999998,-14.392641828988305,12.246591725953067,-6.921246617179065,1.061642238266125,-13.294078826632795,0.0,0.0,1.09,-13.294078826632797,0.0,-17.547522162886146,1.065434687421225,-14.889897297097981,30.36565931598033,-5.723260996965616,1.0506804215798167,-15.120135961380745,10.236027785966655,6.596551239845176,1.0568220460127726,-14.884916907194178,3.462515369973403,1.7807221902720443,1.0539539058358454,-15.298936899800662,6.684161952065523,1.7532228070991565,1.049112024578945,-15.361015702811924,15.2811371782266,6.565229306201054,1.0686714045506283,-16.048615138774696,15.295352665536926,4.596932377771141
100008,1,1.0753255129191184,0.0,-241.76242345265328,17.22522971748352,1.045,-4.882863258758241,-21.412908194432294,-29.697394739863874,1.0231958581472635,-12.732411297381029,97.42712617528052,-7.104025192487231,1.0177143809403033,-10.157973414101658,43.09259570992988,-3.5159230809357034,1.019501102631802,-8.657982306525179,8.213346461057824,1.7291255707490158,1.0699999999999996,-14.096663990620032,11.780844201413117,-4.771884311560498,1.060846621718631,-13.285409636703323,0.0,0.0,1.09,-13.285409636703323,0.0,-18.039842365422757,1.054524820899008,-14.908331845402607,32.093751099067845,-3.0688948431860084,1.0500733190252396,-15.039171598858095,8.664000978436007,5.58346729721432,1.0565506023891338,-14.693794693370414,3.3541040620224294,1.7249678033258249,1.0553292690000315,-14.940153084463628,6.395128067951305,1.677410640774113,1.051500445250807,-14.991139192862855,11.896646388766868,5.111151781840583,1.0355627894375157,-15.925432930589135,14.613723386446338,4.90393402229742
100009,1,1.0289440129120664,0.0,-225.66812408805143,20.788196269426894,1.0449999999999995,-5.308817402478886,-17.12475172244892,-33.182702077559426,0.9986902389184118,-13.84623932968375,98.9765609393109,-12.062965763599959,1.0185810697574618,-10.733625567389751,46.56254782357655,-3.7990363287018525,1.019979673211666,-9.122535888599481,7.149318859031183,1.5051197597960382,1.07,-14.643657999953499,11.995919914292955,-5.167334327010202,1.063524159018562,-13.624279669959158,0.0,0.0,1.0899999999999999,-13.624279669959162,0.0,-16.38300690875245,1.05963602745231,-15.118441793824353,26.282523209221097,-6.5442540664480795,1.0550550650597874,-15.283162678263603,7.691817458528988,4.956949028829783,1.0894325800690419,-15.090055288106338,3.1766272320205555,1.8839661903075278,1.0540705667627173,-15.55297192995341,6.72713947697747,1.7644956005186785,1.0494301640642627,-15.617463571521059,15.134918092322721,6.502409254479389,1.0371574309000933,-16.33807750862186,14.976528335202858,5.025680649396932
